race,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender
3,2,18,3.5,-2.75,NA,,1,2,NA,female
6,4,38,3.8,1.3,0.78,P,1,NA,-61,female
7,4,41,3.3,0.07,0.36,P,1,4,-62,female
7,4,40,3.5,-0.41,-0.15,,1,4,NA,male
7,1,39,2.8,0.52,-0.14,P,1,4,-60,female
7,4,41,3.4,-0.39,-0.48,P,1,4,-61,female
2,3,26,3.3,-0.56,-0.97,P,1,3,-58,male
5,3,27,3,NA,NA,,1,2,NA,female
7,1,39,3.5,1.44,1.06,P,1,4,-61,male
3,4,35,3,0.88,0.09,P,1,3,-60,male
7,3,39,NA,-0.09,-0.36,F,2,4,-49,male
7,4,46,3.9,0.2,0.1,P,1,4,-62,male
7,2,28,3.2,-0.6,-0.95,P,1,5,-61,male
7,2,30,3.8,-0.21,-0.45,P,1,3,-62,female
3,3,27,3.1,-0.79,-1.34,F,1,2,-62,female
7,2,30.5,2.8,-0.75,-0.86,P,1,5,-62,female
7,3,31,3,0.4,0.35,F,1,3,-58,male
7,3,41,2.9,-0.37,-0.59,P,2,4,-43,male
7,3,41,3.3,0.05,-0.16,P,1,3,-62,male
7,4,41,3.3,0.38,0.06,P,1,3,-51,male
7,3,31.5,3.2,0.17,-0.42,P,1,4,-61,female
7,4,39,2.5,-1.04,-1.19,P,1,4,-63,female
7,3,35,2.8,-0.58,-1.13,P,1,3,-40,female
6,3,37,3.9,2.22,2.55,P,2,3,-58,female
7,1,40,3.6,2.02,1.33,P,1,3,-61,female
7,5,43,3.5,0.63,NA,P,1,3,-60,male
3,2,31,3.9,1.25,1.75,P,2,4,-61,female
3,4,39,2.7,-0.22,-0.28,P,1,2,-59,male
7,3,40,3.7,-0.36,-0.35,P,1,3,-62,male
7,1,40,3.5,NA,NA,P,1,3,-59,female
7,1,39,3.1,-1.76,-1.44,F,2,2,-52,female
7,1,38,3.7,0.34,1.13,P,1,4,-55,female
7,3,37,3.4,0.19,0.22,P,1,4,-62,female
7,1,42,3.6,0.49,0.95,,1,3,NA,female
1,6,24,2.6,-1.53,-0.65,F,1,2,-60,female
7,1,40,3.2,-0.6,-0.93,P,1,3,-60,male
7,1,35,4,NA,NA,,1,4,NA,male
4,1,39,3.4,-1.01,-0.94,P,1,3,-60,male
7,3,34,3.6,NA,NA,,1,2,NA,female
7,1,39,3.4,-0.17,-0.48,P,1,4,-62,male
3,5,33,2.5,NA,NA,P,1,1,-57,male
3,5,33,3.6,-1.68,-1.79,P,1,4,-62,male
7,1,36,3.2,NA,NA,,1,3,NA,male
7,3,36.5,3.8,0.55,0.3,P,1,4,-56,female
7,2,36,3.9,1.8,2.07,,1,3,NA,female
7,4,48,3.1,1.48,1.31,P,1,4,-57,male
7,3,35,3.1,0.45,0.19,P,1,3,-61,female
4,5,36,2.7,0.71,0.75,P,1,4,-61,female
6,4,26,2.8,-0.82,-0.53,,1,1,NA,female
7,4,42,2.9,0.6,0.69,P,1,3,-60,female
7,1,44,3.8,1.06,1.22,P,1,NA,-61,male
7,1,36,3.3,1.59,0.93,P,1,3,-38,female
7,3,33,3.4,-0.33,-0.33,P,2,3,-42,female
7,3,33.5,2.9,-1.43,-0.91,F,1,3,-63,female
7,3,40,2.4,0.49,0.63,P,2,3,-54,male
7,3,42,3,2.36,2.74,P,1,4,-54,male
7,1,37,3.4,NA,0.03,P,2,4,-64,male
7,1,34,3.8,1.03,0.84,P,1,3,-48,male
7,4,40,3.3,0.17,0.58,P,1,4,-59,male
7,2,38,NA,NA,NA,P,1,4,-56,male
4,1,36,3.3,-0.18,-0.44,P,1,3,-61,male
5,3,33,2.4,-0.75,-0.86,F,1,3,-58,female
7,3,41,3.6,0.52,0.58,P,1,4,-62,female
7,3,38,2.8,-0.74,-1.3,F,1,4,-49,male
7,2,34,3.8,NA,NA,P,1,3,-61,male
7,5,39,2.9,-0.81,-0.5,P,1,3,-49,male
7,3,34,3.1,-0.15,-0.04,P,1,4,-56,male
7,1,30,2.7,-0.01,-0.93,F,1,4,-59,female
7,4,44,3.5,-0.18,-0.56,P,1,4,-61,female
7,3,34,3.3,0.2,-0.04,P,1,3,-63,female
2,4,40,3.7,0.67,0.51,P,1,4,-61,male
7,6,38,2.9,1.16,1.16,,1,4,NA,female
7,3,35,3.5,0.46,-0.31,P,2,4,-67,female
7,1,37,3.6,0.03,0.45,P,1,3,-48,male
7,5,37,3.2,-1.32,-1.09,P,1,4,-62,female
7,2,37,3.1,0.43,0.21,,1,4,NA,male
7,1,41,3.7,NA,NA,P,1,4,-62,male
7,3,36,3.3,-0.39,-0.53,,1,4,NA,female
7,3,32,2.3,0.22,0.52,P,1,4,-58,male
2,1,30,3.1,-0.1,-0.21,P,1,5,-61,male
7,2,40,3.8,0.46,-0.2,F,1,4,-61,male
6,4,40.5,2.9,-0.68,-0.6,P,1,4,-59,male
7,3,34,2.9,-0.97,0.35,P,2,3,-63,male
7,3,32,2.9,1.82,1.07,P,1,4,NA,male
7,1,38,4,-0.35,0.18,P,1,3,-61,male
3,6,22,3.1,1.29,0.3,F,1,3,-57,male
7,4,36,2.9,0.43,0.15,P,1,3,-59,male
7,1,36,3.4,0.26,0.05,,NA,3,NA,female
7,1,46,3.1,-0.29,-0.13,P,1,3,-62,male
7,3,38,3.3,0.57,0.53,P,1,3,-64,male
7,4,37,2.9,-0.81,-0.45,P,1,4,-62,male
7,1,44,3.8,1.3,0.94,P,1,4,-61,male
7,1,39,3.4,-1.1,-0.9,P,1,4,-67,male
7,3,44,2.7,0.35,0.13,P,1,5,-62,male
7,1,37,3.3,0.23,-0.4,P,1,3,-61,male
7,1,34,3.8,0.8,1.17,P,1,4,-62,female
7,1,37,3.5,-0.73,-0.44,P,1,4,-52,female
7,4,36,2.5,-0.12,-0.68,P,1,NA,-62,male
7,3,37,3.1,-0.81,-0.97,P,1,3,-63,female
7,1,39,2.7,1.83,1.25,P,1,1,-60,female
7,2,34,3.1,1.45,1.43,P,1,3,-61,male
3,3,25,2.7,-1.08,-1.3,F,2,1,-51,female
7,3,35,2.7,-0.02,-0.46,P,1,4,-63,female
7,3,31,3.8,NA,NA,,1,4,NA,male
7,1,39,3,0.24,-0.5,P,1,4,-61,male
7,5,45,3.8,0.97,1.04,P,1,4,-62,male
7,5,42,2.9,NA,NA,,1,4,NA,male
7,5,43,3.3,-0.9,-0.22,P,1,4,-62,female
7,5,42,3,NA,NA,P,1,5,-61,male
7,5,46,3.7,0.67,0.66,,1,5,NA,male
7,4,38,3.7,1.68,1.92,P,1,3,-61,female
7,2,34,2.5,-1,-1.32,F,NA,3,-37,male
7,4,47,3.7,-0.5,-1.49,P,1,4,-62,female
7,1,34,3.4,0.55,0.68,P,1,3,-62,male
7,5,39,3.8,0.12,0.79,P,1,4,-61,male
7,1,45,3.6,0.76,0.89,P,1,3,-58,male
7,1,34.5,3.2,-0.67,NA,P,1,2,-60,male
7,3,26.5,2.4,-2.31,-2.42,F,1,4,-58,male
7,3,40,2.9,-1.22,-0.88,P,1,4,-67,female
7,4,45,3.7,0.93,0.48,P,1,3,-62,female
7,3,41,2.9,-1.08,-1.05,,1,4,NA,male
2,1,34,3.4,NA,NA,P,1,5,-62,female
3,4,41,3,-1.3,-1.2,P,1,4,-62,male
7,3,36.5,3.8,NA,NA,,1,3,NA,female
7,1,NA,NA,-0.26,-0.54,P,1,4,-58,female
7,4,33,3.5,0.88,0.88,P,1,3,-62,female
7,3,33,3.1,-0.71,-1.36,P,1,4,-62,male
7,1,46,3.3,0.3,0.51,P,1,4,-62,female
7,3,35,3.5,0.17,0.46,P,1,3,-62,male
7,4,38,3.5,-0.27,-0.06,P,1,5,-61,male
7,3,34,2.9,-0.03,-0.7,P,1,3,-46,male
3,6,35,2.1,-1.55,NA,,1,3,NA,male
7,3,37,3.5,-1.03,-1.24,P,1,2,-54,female
7,3,35,3.3,0.27,0.52,P,1,4,-62,male
6,3,34,3.1,-0.73,-1.8,F,1,3,-63,female
3,4,40,3.1,-1.23,-1.06,P,1,1,-59,male
7,5,41.5,3.7,0.03,-0.79,P,1,4,-59,male
7,4,40,3.6,0.54,0.38,P,2,4,-55,female
3,2,26,2.3,-1.31,-1.98,F,1,4,-67,female
7,3,32,3.1,-0.34,-0.63,F,1,3,-61,female
7,3,35,3.8,1.56,1.29,,1,4,NA,male
7,4,40,3.7,-1.37,-1.45,P,1,3,-63,male
3,3,28,2.1,-1.06,-1.97,F,1,3,-63,female
7,4,41,3,-0.26,-0.2,P,1,4,-51,male
3,3,32,2.7,0.01,-0.36,F,1,4,-62,male
7,4,36,3.6,-0.31,-0.72,P,1,4,-66,female
3,1,19,2.8,-1.23,-1.13,,1,3,NA,female
7,4,40,3.5,-0.14,0.66,P,1,4,-60,female
7,3,37.5,3,0.81,0.82,P,1,4,-59,male
7,3,34,3,-0.41,0.29,P,1,4,-62,male
7,3,33,3.5,-0.24,-0.68,P,1,3,-52,male
7,3,37,3.9,1.32,1.56,P,1,3,-59,male
7,3,26,2.9,-2.09,-1.07,F,1,5,-62,male
2,1,35.5,2.5,0.14,-0.25,P,1,3,-64,male
7,4,34,3.7,0.15,0.19,P,1,3,-62,female
7,4,40,2.5,NA,NA,P,1,3,-55,male
7,3,35,3.9,1.55,1.3,P,1,3,-47,female
7,4,46,3.9,0.55,1.05,P,1,5,-62,male
7,1,40,3.4,-0.62,-0.46,P,1,3,-60,female
7,3,41,2.9,NA,NA,,1,3,NA,male
3,1,25.5,2.3,-2.27,-1.73,,1,4,NA,male
7,5,37.5,3.1,-0.5,-0.34,P,1,4,-62,male
7,3,35,3,-1.41,NA,,2,3,NA,female
7,1,34,3.6,0.37,0.32,P,1,5,-61,male
7,3,38.5,3.5,0.69,-0.21,P,1,4,-61,male
7,1,40,3.9,1.35,1.32,P,1,3,-62,female
7,2,32,2.6,-0.37,0.04,P,2,3,-62,male
7,1,33,3.5,-0.12,-0.24,P,1,4,-59,female
7,1,31.5,3.6,-0.14,-0.26,P,1,4,-58,male
7,4,29,3.8,-0.24,NA,P,1,1,-56,male
7,4,23,NA,NA,-0.67,F,1,3,-58,male
7,3,34,3.6,0.9,1.11,P,1,3,-61,male
7,4,44,3.1,0.32,0.01,P,1,5,-64,male
7,5,32.3,3.3,-0.44,-1.23,P,2,3,-60,female
7,3,39,3.2,-0.65,-0.44,P,1,3,-62,female
7,2,34,2.7,1.01,0.58,,1,4,NA,male
7,1,29,3.6,-1.07,-0.99,P,1,5,-62,female
7,4,35.5,3.2,-0.65,-0.73,P,1,3,-63,female
7,3,36,3.7,0.62,0.39,P,1,4,-61,female
7,4,37,3.8,0.71,1.2,P,1,4,-62,female
7,4,45,3.5,-1.7,-1.38,P,1,4,-61,male
4,3,34,2.8,-0.95,NA,,2,3,NA,male
7,5,48,3.5,0.5,0.82,P,1,NA,-62,female
7,5,30,3.5,-1.08,-1.22,P,1,3,-64,male
7,6,36,2.5,NA,NA,P,1,3,-44,female
7,4,34.5,2.8,-0.18,0.02,P,2,4,-57,male
7,3,38,2.8,0.66,0.03,P,1,4,-57,male
7,1,36,3.6,-0.88,-1.17,P,1,3,-61,female
7,3,35,3.7,1.38,1.57,P,1,4,-61,male
2,3,34,3.1,-0.78,-0.47,P,1,3,-59,male
7,1,46,3.2,-0.01,0.87,P,1,3,-56,female
7,5,42,3.6,-1.02,NA,,1,4,NA,female
7,1,31,3.5,0.59,0.44,P,1,2,-50,female
7,1,44,3.8,1.76,NA,,1,4,NA,female
7,3,39,3.4,0.79,1.01,P,1,3,-62,female
7,3,34,3,1.48,0.53,P,2,4,-60,female
7,3,33,3.3,0.11,-0.72,P,1,3,-61,male
7,1,39,3.8,0.21,0.68,P,1,4,-62,female
7,4,47,3.7,-0.65,-0.41,P,1,3,-62,female
7,4,32,3.7,-0.7,-1.2,P,2,3,-60,female
7,3,40,3.9,0.44,1.12,P,1,4,-62,female
7,1,39,3,1.03,1.26,P,1,4,-62,male
7,1,40,3.5,2.34,2.05,P,1,2,-61,female
7,1,36,3.2,1.08,0.7,P,1,2,-59,female
7,1,42,4,1.48,1.63,P,1,4,-62,male
4,1,31,2.9,-1.17,-1.76,P,1,2,-48,female
7,3,42,2.9,0.42,0.76,P,1,3,-59,male
3,6,21,2.1,-0.1,-1.28,F,1,NA,-56,female
7,1,41,2.7,0.03,0.15,P,1,4,-60,female
7,1,41,3.9,1.02,0.79,P,1,4,-67,female
7,2,38,3.8,1.01,1.56,P,2,4,-60,male
7,3,35,3.1,0.6,0.62,P,1,3,-56,female
4,6,24,3.8,-0.23,-0.57,F,1,3,-63,female
7,4,33,3,-0.48,-0.68,P,1,4,-62,female
7,3,38,2.8,0.26,0.2,P,1,3,-58,female
7,3,33,3.6,0.08,-0.95,P,1,4,-62,male
7,5,46,3.5,1.08,1.21,P,1,4,-61,male
7,1,32,3.4,-0.87,-1.08,P,1,NA,-55,female
7,3,37,3.1,-0.21,0.1,P,1,3,-62,female
3,6,26,2.4,NA,NA,F,1,2,-56,female
3,6,23.5,3.4,NA,NA,,1,2,NA,female
7,1,40,3.4,-1.24,NA,,1,3,NA,female
7,4,33.5,2.7,-0.23,-0.48,F,2,4,-54,male
7,3,36,3.6,1.1,0.77,P,1,4,-62,female
2,3,31,3.1,-2.89,NA,,1,4,NA,male
7,3,32,3.2,-0.52,-0.5,P,2,2,-45,female
8,1,44,3.5,0.46,-0.06,P,1,5,-62,male
7,6,28,3.4,NA,NA,F,1,3,-55,female
7,4,35,2.9,-0.95,-0.28,P,1,4,-62,female
7,5,42,3.4,NA,NA,P,1,4,-62,female
7,3,35,2.6,-0.25,NA,,2,3,NA,male
7,1,33,3.9,NA,NA,,1,2,NA,female
7,3,28,3.5,0.35,0.47,P,1,2,-56,male
7,3,33,3.1,NA,NA,,2,3,NA,male
7,2,33,2.5,-1.62,NA,,1,5,NA,male
7,1,37,3.5,0.01,0.1,P,1,4,-62,female
7,3,34,2.9,0.42,-0.21,P,1,NA,-62,female
7,6,36.7,2.7,-1.14,-0.81,P,1,3,-54,male
7,3,39,3.2,-0.39,-0.29,P,1,5,-62,male
7,3,32,3.3,-0.8,-0.13,P,1,2,-49,male
7,NA,26,3.2,-1.27,NA,,2,2,NA,male
7,4,42,3.7,-0.91,-0.75,P,1,4,-61,female
7,1,37,3.2,-0.75,-1.25,P,1,4,-61,male
3,1,31.5,2.6,-0.75,-1.26,F,1,4,-59,male
7,3,34,3.5,-0.66,-1.19,P,1,5,-59,male
7,3,43,3.1,1.21,0.8,P,2,4,-56,female
7,2,34,2.4,0.19,0.11,P,1,2,-61,male
6,4,40,2.7,0.75,0.45,P,1,3,-60,female
7,3,35,2.9,-1.24,-1.32,P,1,4,-40,female
7,1,42,3.2,NA,NA,,1,3,NA,male
7,5,42,3.6,-0.16,-0.28,P,1,4,-61,male
7,1,37,3.6,0.9,1.41,P,1,4,-60,female
7,3,26.5,3.2,-1.66,-1.12,F,1,4,-54,male
7,2,29,3.1,0.19,0.72,P,1,3,-62,male
7,1,38,3.4,0.36,0.71,P,1,4,-61,female
7,3,37,3.4,-0.05,-0.12,,1,2,NA,female
1,1,24,2.6,-0.8,-1.27,F,1,3,-58,male
2,1,38,3.6,-0.67,NA,,1,3,NA,female
2,3,31,NA,-1.02,-0.58,P,1,1,-39,male
7,3,34,3.9,1.43,1.02,P,1,4,-62,female
7,3,30,3.6,0.53,-0.17,P,2,3,-61,female
8,1,27,2.7,-1.82,NA,,2,5,NA,female
7,3,34,3.9,1.04,0.76,P,1,4,-62,female
7,1,32,3.6,1.75,1.9,P,1,3,-61,female
7,1,38,2.6,-0.11,-0.05,P,1,4,-66,male
7,3,31,3,-0.04,-0.15,P,1,5,-62,male
7,5,46,2.8,-0.3,-0.45,P,1,4,-60,male
7,6,29,3.5,-0.08,-1,F,1,3,-60,female
7,5,46,4,1.38,1.15,P,1,2,-62,female
6,3,30,2.9,0.86,0.73,P,2,2,-62,male
7,1,32,3.7,0.18,-0.11,P,2,3,-61,male
7,3,40,3.2,0.29,0.31,P,1,3,-62,female
7,1,35,3.4,-0.11,-0.05,P,1,4,-62,male
7,3,38,3,1.35,1.14,P,2,3,-65,male
7,1,30,2.7,-0.24,-0.92,P,2,4,-55,male
7,3,35,3.5,0.03,-0.28,P,1,4,-61,male
7,1,37,3.4,0.26,0.14,P,1,3,-52,male
7,1,35,3.1,1.6,NA,P,1,4,-61,male
7,6,25,2.6,-0.65,-0.06,P,1,5,-62,female
7,1,38,3.3,NA,NA,,1,4,NA,female
7,3,39,3.1,0.57,0.09,P,1,3,-54,female
4,3,28,3.5,-0.81,-0.37,F,1,4,-60,female
7,3,40,2.5,-0.81,-1.33,F,1,2,-61,male
7,1,38,3.5,-0.21,-0.26,P,1,4,-60,male
3,5,29,3.1,-0.46,NA,P,1,2,-58,female
7,4,43,2.8,0.05,-0.62,P,1,4,-62,male
7,4,46,3.7,0.75,0.69,P,1,4,-62,female
7,1,42,3.4,0.52,0.66,P,1,4,-61,male
7,4,35,2.8,1.31,1.43,P,2,2,-45,male
7,1,29,3.9,NA,-0.98,F,1,4,-62,female
7,3,36.5,2.6,-0.62,0.12,,2,4,NA,male
7,5,41,3.4,0.41,0.55,P,1,4,-60,male
8,3,32,3.2,1.04,1.25,P,1,4,-57,female
3,2,27,2.7,-1.45,NA,,1,4,NA,female
7,4,38,3.8,0.33,-0.14,,1,4,NA,male
3,1,34,3.2,-1.31,-1.39,F,1,3,-60,female
7,2,29.5,3.1,-1.04,NA,,1,4,NA,male
7,3,33,3,0.32,0.55,P,1,4,-67,male
7,6,31,3,0.56,0.12,P,1,3,-62,male
7,1,31,3.9,0.22,0.9,P,1,2,-61,male
7,4,41,3.1,0.8,0.51,P,1,2,-62,male
7,1,35.5,3.2,0.4,0.64,P,1,3,-62,male
7,6,45,3.1,2.15,2.01,P,2,5,-55,male
7,1,41,3.7,0.77,0.21,P,1,3,-62,male
7,2,33,2.9,-0.57,-0.98,P,1,4,-58,male
7,5,41,3.1,NA,NA,,1,3,NA,female
7,3,37,2.9,-0.46,-0.41,P,1,4,-62,female
7,6,40,3,1.11,1.09,P,1,3,-58,female
7,1,37,2.7,0.32,0.15,P,1,3,-57,male
7,4,38,3.1,-1.69,-1.76,F,2,3,-61,female
8,6,31,3.3,-1.49,NA,,1,1,NA,male
7,4,34,3.2,-0.01,0.41,P,1,1,-60,male
7,4,36,3.7,-0.32,0.32,,1,4,NA,male
7,1,36.3,3.5,-0.56,-0.79,F,1,2,-61,male
7,1,39,3.8,0.08,0.19,P,1,4,-56,female
7,1,34,3.7,0.46,0.91,P,1,4,-62,female
7,1,37,3.8,-1.15,-1,P,1,4,-60,female
3,5,30,3.3,-2.39,-1.79,P,1,5,-66,female
3,3,35,2.9,-0.84,-1.14,P,1,3,-47,female
7,1,34,3.9,-0.29,-0.23,P,1,3,-61,male
7,3,44,3.4,0.37,-0.17,,1,3,NA,female
7,5,34,3.1,NA,NA,F,1,4,-56,female
7,2,31,2.7,1.89,0.79,P,2,5,-60,male
7,3,38.5,3.2,0.08,0.79,P,1,1,-58,male
7,1,44,3.8,1.63,0.6,P,1,3,-61,female
7,3,40,2,-0.15,-0.96,,1,4,NA,female
2,4,40,3.4,-0.43,-1.17,P,1,2,-62,female
7,3,45,3.9,-0.35,NA,,1,3,NA,male
4,3,28,3.1,NA,NA,,1,3,NA,male
8,6,31,2.4,-1.17,-1.74,F,1,4,-67,male
3,6,33,2.2,-1.41,-0.55,P,1,4,-63,female
3,1,30,2.3,-0.93,-1.63,F,1,3,-59,male
4,4,29,3.3,NA,NA,,1,1,NA,female
7,2,29.5,3.3,0.16,-0.76,P,1,3,-61,female
7,3,41,3.5,1.55,1.63,P,1,3,-58,male
7,5,46,3.5,-0.78,-0.7,F,1,4,-61,male
7,4,38,3.5,0.23,0.4,P,1,4,-57,male
7,NA,26,2.5,-0.58,-0.6,P,2,4,-61,male
7,3,35,3,-0.18,-0.16,P,1,3,-49,female
7,1,39,3.6,1.63,1.68,P,1,5,-61,female
7,2,35,3.1,1.01,1.32,P,1,4,-61,male
4,1,34,3.9,NA,NA,,1,3,NA,male
7,4,45,3.6,0.26,-0.35,P,1,5,-62,male
2,4,34,2,-1.12,-1.5,P,1,3,-52,male
7,3,41,2.8,0.56,0.45,P,1,3,-58,male
7,3,37,2.9,-0.38,0.25,P,1,2,-56,male
7,2,33,3.2,0.13,0.12,,1,3,NA,male
7,1,40,3.6,0.72,0.41,P,1,4,-62,male
7,4,44,3.8,1.01,0.69,P,1,4,-57,female
7,1,43,2.8,1.08,1.93,P,1,5,-61,female
7,1,41,3.8,0.78,0.31,P,1,3,-67,male
7,3,33,3.6,0.32,0.08,,1,3,NA,male
7,3,37,3.4,1.06,1.06,P,1,4,-61,female
2,3,28,2.2,-0.79,0.07,P,1,3,-59,male
2,3,32,2.9,-0.58,-0.86,,1,3,NA,female
7,1,39,2.9,0.54,0.14,P,1,4,-61,male
7,3,39,2.9,-0.92,-0.93,P,1,4,-62,female
7,1,42,3.4,0.09,0.04,P,1,4,-61,female
7,3,37,3.5,0.11,-0.95,F,1,4,-62,male
7,1,38,3.2,0.19,0.1,P,1,2,-59,female
7,3,36,3,0.7,-0.01,P,1,4,-64,male
7,4,41,3.2,-0.55,-1.48,F,1,5,-60,male
3,4,34,2.2,-0.11,0.04,P,1,2,-54,female
7,5,47,3.9,0.49,0.08,P,1,4,-61,male
7,5,38,3.8,0.38,0.56,P,1,4,-54,male
8,1,36,3.6,0.33,0.1,P,1,4,-49,female
8,3,33,2.7,0.03,0.06,P,2,3,-45,male
7,3,36,2.6,1.01,0.17,F,1,3,-58,male
7,1,31,3.4,-1.45,-1.52,P,1,3,-48,male
7,4,42,3.2,NA,NA,,1,5,NA,male
7,5,46,3.7,0.16,0.05,P,1,4,-59,male
7,4,37,4,1.3,1.07,P,1,4,-62,male
7,4,33,3.5,1.52,1.03,P,1,NA,-60,female
7,4,33.5,3.7,1.14,1.59,P,1,3,-61,female
7,4,35,3.1,NA,-0.27,P,1,4,-59,female
6,3,31,3.6,0.33,0.1,P,1,3,-66,female
4,4,36,3.2,0.43,0.19,P,1,3,-62,male
7,4,33,3.1,-0.04,0.18,P,1,4,-55,female
7,4,44,3.4,-0.33,0.58,P,1,3,-61,male
7,2,34,2.8,-0.39,-0.47,,2,3,NA,female
7,3,37,3.5,1.43,0.97,P,1,4,-61,male
7,4,39,3.3,2.04,0.14,,2,3,NA,male
7,5,41,2.6,0.09,-0.1,P,1,5,-61,male
7,5,48,3.7,0.55,NA,P,1,4,-61,male
7,1,36,3.9,0.09,0.1,P,1,4,-63,female
7,3,35,3.2,-2.36,-2.04,P,1,4,-61,female
7,1,33.5,3.2,1.28,1.31,P,1,4,-61,male
7,1,46,3.4,0.59,0.42,P,1,4,-61,male
7,3,39,3.1,-0.42,-0.33,P,1,4,-61,female
7,1,41,3.5,NA,NA,P,1,3,-62,female
2,3,27,2.8,-0.11,0.55,F,1,2,-55,male
7,4,35,3.6,0.14,1.04,P,2,4,-57,male
7,6,21,3,NA,NA,,1,4,NA,male
7,3,33.5,2.9,0.46,0.22,P,1,3,-59,male
7,4,37,2.8,0.8,0.84,P,1,3,-57,female
7,NA,29.5,1.9,-0.79,NA,,2,4,NA,male
3,5,46,3.1,-1.23,-0.99,P,1,3,-62,male
7,3,34,3.6,0.85,1.03,P,1,4,-61,male
7,5,38,3.2,-1.1,-1.38,F,1,3,-61,female
4,1,30,2.8,-0.03,-0.93,P,1,3,-65,female
7,4,41,3.1,0.29,0.25,P,1,3,-62,female
7,5,48,3.5,0.6,0.4,,1,5,NA,male
7,1,36,3.8,-0.93,0.13,P,1,2,-58,male
7,4,41,3.6,0.42,0.21,P,1,4,-62,male
7,6,40,1.7,0.52,0.11,P,1,4,-56,male
7,1,32,3.6,0.72,0.75,P,1,3,-51,female
6,1,37,3.5,NA,NA,,NA,4,NA,female
1,1,29,3.7,-1.26,NA,,1,1,NA,male
7,3,36,3.7,-1.28,-0.48,P,2,5,-64,male
3,4,43,3.3,-1.13,-1.2,P,1,4,-66,female
6,4,29,3.6,-0.84,-1.09,P,1,2,-50,female
7,1,41,3,-0.53,-1.07,P,1,4,-66,female
7,5,NA,3.5,0.9,1.36,P,1,2,-61,female
3,4,22,NA,-1.23,-1.74,F,2,2,-43,female
7,2,26,3.2,-0.27,0.24,P,1,2,-61,female
7,1,42,3.5,-0.69,-0.79,P,1,4,-62,male
7,3,35,3.2,2.06,2.51,P,1,3,-58,female
7,4,40,3.2,0.71,0.83,P,1,3,-58,female
7,3,31,3.5,-0.42,NA,,1,3,NA,male
7,3,36,3.3,-1.04,NA,,1,2,NA,male
NA,3,43,2.9,-0.46,NA,P,1,3,-60,male
7,2,34,3,0.41,1.54,,1,4,NA,female
7,3,36,2.9,0.63,0.34,P,1,3,-61,male
7,1,42,3.7,0.93,1.2,P,1,5,-61,male
7,4,37,3.1,1,0.46,P,1,4,-62,male
7,1,38,3.6,NA,NA,P,1,3,-62,male
7,3,37.5,3.5,-0.21,-1.15,F,1,3,-62,female
2,1,41,3.8,-0.97,-1.16,P,1,1,-58,male
7,4,34,3.5,-0.84,-1.1,P,1,3,-62,female
7,4,41,3.3,0.27,0.66,P,1,4,-61,female
7,NA,27,2.8,1.43,1.8,,2,4,NA,female
7,3,46,3,0.58,0.27,P,1,2,-51,male
7,3,29.5,3.6,-0.26,-0.35,P,1,3,-60,male
7,1,35,3.5,NA,NA,,1,1,NA,female
7,5,37,3.4,-0.68,NA,,1,5,NA,male
7,3,34,3.3,-1.11,NA,,1,3,NA,male
3,3,30,3.1,-4.44,NA,,1,4,NA,female
7,1,39,3.6,0.54,0.99,P,1,4,-59,female
7,1,37,3.5,NA,NA,P,1,4,-58,female
7,3,36,2.8,-0.18,0.19,P,1,4,-65,male
7,3,35,3.2,-0.23,0.05,P,1,4,-56,male
7,4,38,3.3,NA,NA,,1,4,NA,female
7,1,45,3.5,-0.21,-0.54,P,1,2,-62,male
7,3,31.5,3.2,-0.14,-0.37,P,1,3,-59,female
7,5,48,3.4,-0.2,0.26,P,1,4,-53,female
7,5,39,3.2,NA,NA,P,1,NA,-60,female
7,3,35,2.9,0.55,0.78,P,1,2,-50,male
7,1,42,3.2,0.55,0.2,P,1,2,-57,male
8,1,38,3.6,-1.05,-1.59,,1,2,NA,male
7,3,33.3,3.2,-1.58,0.56,P,1,4,-55,female
7,3,36,2.8,-0.44,-0.22,P,1,3,-61,male
7,3,32,3,0.33,0.99,P,1,3,-59,male
7,5,43,3.7,1.28,1.35,P,1,4,-62,male
3,1,27,3.3,-1.76,-1.84,F,1,3,-62,female
7,3,41,3,0.18,0.74,,1,4,NA,female
7,4,34,3.4,0.48,1.17,P,1,4,-63,female
6,4,41,3.8,0.23,1.15,P,1,3,-59,female
7,1,40,4,-0.35,-0.54,P,1,4,-60,female
7,3,32,3.2,0.33,0.05,P,1,4,-62,male
7,2,29.5,2.6,0.98,0.86,P,1,3,-62,male
7,5,42,3.4,-1.1,-1,P,1,4,-62,female
7,1,38,3.7,0.11,0.32,P,1,3,-61,male
7,3,39,3.5,0.31,0.42,P,1,4,-59,female
7,1,41,3.6,-0.32,-0.64,P,1,5,-62,female
3,6,22,2.7,-1.11,-1.07,P,1,3,-61,female
7,4,40,2.9,0.79,1.17,,1,4,NA,male
7,4,43,3.4,-1.3,-0.79,P,1,3,-61,male
7,6,35,3.7,1.1,1,P,1,3,-56,male
7,1,41,4,1.29,0.74,P,1,4,-62,female
7,2,31,2.9,-1.12,-0.97,F,1,4,-57,male
7,1,35,3.9,1.07,1.25,P,1,3,-62,female
7,3,35,3.3,-1.16,-0.38,P,1,4,-61,female
7,1,34.5,3.7,NA,NA,,1,4,NA,male
